,site_id,groundheight,clutter_class
1018,RL_VMLP>,489.0076,BUILTUP-VILLAGE
1019,RL_VMP@@,946.008,OPEN LAND
1020,RL_VMT?E,695.0247,BUILTUP-VILLAGE
1021,RL_VMTWB,569884,SPARSE TREE
1022,RL_VMZ?P,401.0268,SPARSE TREE
1023,RL_VPI?P,212965,SPARSE TREE
1024,RL_VPLMV,9510043,OPEN LAND
1025,RL_VPLSO,1130401,LOW-MEDIUM URBAN
1026,RL_W8BWI,7.026,HIGH-DENSE URBAN
1027,RL_W<BE@,213.9799,SPARSE TREE
1028,RL_W<D?I,137.0064,SPARSE TREE
1029,RL_W<D?Q,255.9796,BUILTUP-VILLAGE
1030,RL_W<ECO,3.0446,OPEN IN URBAN
1031,RL_W<FQH,1.0149,INDUSTRIAL & COMMERCIAL
1032,RL_W<GGK,659.0361,DENSE TREE
1033,RL_W<HPP,238.9611,BUILTUP-VILLAGE
1034,RL_W<HSO,491.9741,SPARSE TREE
1035,RL_W<LGV,30.9923,OPEN LAND
1036,RL_W<TCC,444.0414,SPARSE TREE
1037,RL_W<TMI,4.9962,AVERAGE-DENSE URBAN
1038,RL_W<TSI,30.9923,AVERAGE-DENSE URBAN
1039,RL_W<UCH,501.0298,OPEN LAND
1040,RL_W<ZCK,119.0512,BUILTUP-VILLAGE
1041,RL_WABJ>,16.0036,LOW-DENSE URBAN
1042,RL_WADCI,9.9925,AVERAGE-MEDIUM URBAN
1043,RL_WAL?P,13.0371,LOW-MEDIUM URBAN
1044,RL_WAVE>,11.0074,HIGH-MEDIUM URBAN
1045,RL_WAVP>,41.9997,OPEN IN URBAN
1046,RL_WBVIP,6069658,BUILTUP-VILLAGE
1047,RL_WBZN>,18.0333,BUILTUP-VILLAGE
1048,RL_WBZNP,175.9615,OPEN LAND
1049,RL_WHU?J,549587,BUILTUP-VILLAGE
1050,RL_WHZLD,280.9608,OPEN LAND
1051,RL_WID?J,54.9587,HIGH-DENSE URBAN
1052,RL_WIN?V,459811,OPEN IN URBAN
1053,RL_WOMSJ,943.9783,SPARSE TREE
1054,RL_WON?M,119.988,DENSE TREE
1055,RL_WPDCO,72992,BUILTUP-VILLAGE
1056,RL_WPEGI,1141.0177,DENSE TREE
1057,RL_X7MKF,2.9665,LOW-DENSE URBAN
1058,RL_X7T?K,30.0555,GREEN HOUSE
1059,RL_X7TGQ,80408,OPEN IN URBAN
1060,RL_X7TW>,12580392,DENSE TREE
1061,RL_X7U?O,97.9733,OPEN LAND
1062,RL_X;N?O,7.026,LOW-DENSE URBAN
1063,RL_X?LCP,320072,INDUSTRIAL & COMMERCIAL
1064,RL_XETK>,6.0111,LOW-DENSE URBAN
1065,RL_XHFFL,33.9589,AVERAGE-DENSE URBAN
1066,RL_XJBP>,41.9997,BUILTUP-VILLAGE
1067,RL_Z7N?H,500405,HIGH-MEDIUM URBAN
1068,RL_Z7NMQ,33.9589,HIGH-ISOLATED-BUILDINGS
1069,RL_Z?EGS,7.026,LOW-MEDIUM URBAN
1070,RL_Z?OCO,1634.0067,SPARSE TREE
1071,RL_ZEPQB,4.9962,AVERAGE-MEDIUM URBAN
1072,RL_ZKCNI,9.9925,AVERAGE-DENSE URBAN
1073,RL_[7GGP,2.9665,HIGH-DENSE URBAN
1074,RL_[7IR@,7026,LOW-DENSE URBAN
1075,RL_[7JLQ,1.0149,LOW-DENSE URBAN
1076,RL_[7LCJ,709623,OPEN LAND
1077,RL_[7LE>,60.033,LOW-DENSE URBAN
1078,RL_[7LGI,1179.9728,SPARSE TREE
1079,RL_[7LJH,1956.0304,OPEN LAND
1080,RL_[7MAH,91.0254,DENSE TREE
1081,RL_[7MSO,24.9812,DENSE TREE
1082,RL_[7O?Q,40048,INDUSTRIAL & COMMERCIAL
1083,RL_[7OBP,10,
1084,RL_[7QIL,317.9642,SPARSE TREE
1085,RL_[7S?J,51.9922,LOW-DENSE URBAN
1086,RL_[7SAK,1792.0131,SPARSE TREE
1087,RL_[7SIA,53.007,LOW-DENSE URBAN
1088,RL_[7SKM,46.9959,AVERAGE-DENSE URBAN
1089,RL_[7U?@,20.9998,HIGH-DENSE URBAN
1090,RL_[;BNL,10149,AVERAGE-DENSE URBAN
1091,RL_[;EGO,65.0293,AVERAGE-MEDIUM URBAN
1092,RL_[;L?A,6.0111,OPEN LAND
1093,RL_[;MR@,6399879,OPEN LAND
1094,RL_[;S?H,421.0118,SPARSE TREE
1095,RL_[;S@>,23.0296,HIGH-DENSE URBAN
1096,RL_[;SAF,24.0444,HIGH-DENSE URBAN
1097,RL_[;SAR,38.0183,AVERAGE-MEDIUM URBAN
1098,RL_[;SBS,24.0444,OPEN IN URBAN
1099,RL_[;SCH,24.0444,HIGH-DENSE URBAN
1100,RL_[;SFI,43.9514,OPEN IN URBAN
1101,RL_[;SGD,16.0036,OPEN IN URBAN
1102,RL_[;SIB,41.9997,AVERAGE-DENSE URBAN
1103,RL_[;SKB,66.9809,HIGH-DENSE URBAN
1104,RL_[;SMJ,24.0444,AVERAGE-DENSE URBAN
1105,RL_[;SMO,43.0146,AVERAGE-MEDIUM URBAN
1106,RL_[;SQK,34.9737,OPEN IN URBAN
1107,RL_[;SWB,28.0258,OPEN IN URBAN
1108,RL_[?E?K,30.9923,LOW-DENSE URBAN
1109,RL_[?EC?,24.9812,OPEN IN URBAN
1110,RL_[?EI>,9.9925,LOW-MEDIUM URBAN
1111,RL_[?NCK,1.0149,LOW-MEDIUM URBAN
1112,RL_[?OGH,695.9615,OPEN LAND
1113,RL_[?TMO,22.0147,SPARSE TREE
1114,RL_[ABW>,359886,LOW-DENSE URBAN
1115,RL_[BQXO,622.9694,LOW-SPARSE URBAN
1116,RL_[EC?D,900105,OPEN LAND
1117,RL_[EDSJ,1621.9845,SPARSE TREE
1118,RL_[EEPB,16.0036,LOW-DENSE URBAN
1119,RL_[EGCS,1099955,LOW-DENSE URBAN
1120,RL_[EH?I,1710.0433,OPEN LAND
1121,RL_[EL@>,19985,LOW-DENSE URBAN
1122,RL_[ELAF,370034,INDUSTRIAL & COMMERCIAL
1123,RL_[ELAR,53007,LOW-DENSE URBAN
1124,RL_[ELCV,1220177,SPARSE TREE
1125,RL_[ELER,958967,DENSE TREE
1126,RL_[ELMS,39814,OPEN LAND
1127,RL_[ELMV,6060291,SPARSE TREE
1128,RL_[EMCB,99925,INDUSTRIAL & COMMERCIAL
1129,RL_[ESRR,4.9962,LOW-MEDIUM URBAN
1130,RL_[ESTL,20.9998,LOW-MEDIUM URBAN
1131,RL_[ET?E,39814,OPEN IN URBAN
1132,RL_[ET?K,240444,INDUSTRIAL & COMMERCIAL
1133,RL_[FJAB,3.9814,LOW-DENSE URBAN
1134,RL_[JBP@,28.0258,LOW-MEDIUM URBAN
1135,RL_[KD?S,13.9739,LOW-MEDIUM URBAN
1136,RL_[KDCS,10949586,SPARSE TREE
1137,RL_[KFLL,6.0111,LOW-DENSE URBAN
1138,RL_[KI?K,540219,LOW-DENSE URBAN
1139,RL_[KMCH,1146.014,OPEN LAND
1140,RL_[KMFF,879808,SPARSE TREE
1141,RL_[KMKO,2234.9614,OPEN LAND
1142,RL_[KNCI,926.023,BUILTUP-VILLAGE
1143,RL_[KNCJ,1490.9891,DENSE TREE
1144,RL_[KNKB,17.0185,LOW-MEDIUM URBAN
1145,RL_[KOE>,24.0444,HIGH-DENSE URBAN
1146,RL_[KOFL,11.0074,LOW-MEDIUM URBAN
1147,RL_[KOPF,23.0296,HIGH-DENSE URBAN
1148,RL_[KOQB,3.9814,AVERAGE-DENSE URBAN
1149,RL_[KSA>,17.0185,AVERAGE-DENSE URBAN
1150,RL_[KSIL,705.0172,DENSE TREE
1151,RL_[KSKB,233.9648,LOW-MEDIUM URBAN
1152,RL_[KSKK,140.9878,LOW-MEDIUM URBAN
1153,RL_[KSKQ,248.9536,DENSE TREE
1154,RL_[KSMO,733.9798,SPARSE TREE
1155,RL_[KSQ>,4.0595,OPEN LAND
1156,RL_[KSQR,181.0359,LOW-MEDIUM URBAN
1157,RL_[KUK>,66.9809,OPEN IN URBAN
1158,RL_[KZ?S,769734,INDUSTRIAL & COMMERCIAL
1159,RL_[KZCP,810.9532,BUILTUP-VILLAGE
1160,RL_[M3KB,954.0488,OPEN LAND
1161,RL_[MB/I,12.0222,GREEN HOUSE
1162,RL_[MBLP,1.0149,OPEN IN URBAN
1163,RL_[MBPM,2.9665,HIGH-SPARSE URBAN
1164,RL_[MC@@,89776,OPEN IN URBAN
1165,RL_[MCBO,1030.0074,SPARSE TREE
1166,RL_[MCQ.,11.0074,LOW-DENSE URBAN
1167,RL_[MCQ/,18.0333,AVERAGE-DENSE URBAN
1168,RL_[MCQ>,8.0408,SPARSE TREE
1169,RL_[MCQ?,11.0074,LOW-DENSE URBAN
1170,RL_[MCQ@,33.9589,AVERAGE-DENSE URBAN
1171,RL_[MCQA,7.026,OPEN IN URBAN
1172,RL_[MCQL,2.9665,INDUSTRIAL & COMMERCIAL
1173,RL_[MDMP,1029695,INDUSTRIAL & COMMERCIAL
1174,RL_[MDNS,1.0149,LOW-MEDIUM URBAN
1175,RL_[MEE@,229.9835,OPEN LAND
1176,RL_[MEKJ,8.0408,SPARSE TREE
1177,RL_[MEQ1,10149,LOW-DENSE URBAN
1178,RL_[MEQ3,10149,OPEN IN URBAN
1179,RL_[MFPC,66.9809,OPEN IN URBAN
1180,RL_[MH?V,13.9739,AVERAGE-DENSE URBAN
1181,RL_[MICP,424.9932,SPARSE TREE
1182,RL_[MIJQ,99925,AVERAGE-DENSE URBAN
1183,RL_[MIK?,18.0333,AVERAGE-MEDIUM URBAN
1184,RL_[MILJ,16.0036,AVERAGE-DENSE URBAN
1185,RL_[MINO,6.0111,HIGH-DENSE URBAN
1186,RL_[MJ@/,10149,AVERAGE-DENSE URBAN
1187,RL_[ML?/,33.9589,DENSE TREE
1188,RL_[ML?0,41.9997,LOW-DENSE URBAN
1189,RL_[ML?M,2.9665,SPARSE TREE
1190,RL_[ML@M,11.0074,BUILTUP-VILLAGE
1191,RL_[ML@P,6.0111,AVERAGE-MEDIUM URBAN
1192,RL_[MLA>,20297,OPEN IN URBAN
1193,RL_[MLAD,99925,LOW-DENSE URBAN
1194,RL_[MLC>,62.9995,OPEN IN URBAN
1195,RL_[MLC?,2.9665,SPARSE TREE
1196,RL_[MLCD,80.018,GREEN HOUSE
1197,RL_[MLCJ,9.9925,AVERAGE-MEDIUM URBAN
1198,RL_[MLCO,8.9776,AVERAGE-MEDIUM URBAN
1199,RL_[MLJ.,230.9983,SPARSE TREE
1200,RL_[MLJ>,203.0506,SPARSE TREE
1201,RL_[MLJ?,217.0244,LOW-MEDIUM URBAN
1202,RL_[MLJ@,187.9838,SPARSE TREE
1203,RL_[MLJA,166.9839,SPARSE TREE
1204,RL_[MLJD,170.9653,SPARSE TREE
1205,RL_[MLJH,117.0215,DENSE TREE
1206,RL_[MLJM,18.0333,CITY WALLS
1207,RL_[MLLL,1.0149,AVERAGE-MEDIUM URBAN
1208,RL_[MLN.,2.0297,SPARSE TREE
1209,RL_[MLN/,2.0297,SPARSE TREE
1210,RL_[MLN0,1.0149,LOW-SPARSE URBAN
1211,RL_[MLN1,1.0149,OPEN IN URBAN
1212,RL_[MLN4,1.0149,OPEN IN URBAN
1213,RL_[MLQ.,10149,OPEN IN URBAN
1214,RL_[MLQ0,10149,OPEN IN URBAN
1215,RL_[MMMH,11.0074,AVERAGE-DENSE URBAN
1216,RL_[MMN/,1.0149,SPARSE TREE
1217,RL_[MMN1,1.0149,OPEN LAND
1218,RL_[MNCJ,9.0557,OPEN LAND
1219,RL_[MNQC,219.991,SPARSE TREE
1220,RL_[MNT>,104.9992,INDUSTRIAL & COMMERCIAL
1221,RL_[MNWE,8.9776,AVERAGE-MEDIUM URBAN
1222,RL_[MORA,128.9656,OPEN LAND
1223,RL_[MQJJ,296.9644,OPEN LAND
1224,RL_[MQPE,6.0111,OPEN IN URBAN
1225,RL_[MS?J,53007,AVERAGE-MEDIUM URBAN
1226,RL_[MS@E,12.0222,LOW-DENSE URBAN
1227,RL_[MSR.,6.0111,OPEN LAND
1228,RL_[MT?P,1.0149,SPARSE TREE
1229,RL_[MTAW,690107,OPEN IN URBAN
1230,RL_[MTGM,1.0149,LOW-DENSE URBAN
1231,RL_[MTIE,500405,OPEN LAND
1232,RL_[MTIK,484.0114,SPARSE TREE
1233,RL_[MTWQ,248.0168,DENSE TREE
1234,RL_[MUB.,316.0126,SPARSE TREE
1235,RL_[MUB/,296.0276,SPARSE TREE
1236,RL_[MUQQ,4.0595,OPEN IN URBAN
1237,RL_[MW?I,32.0072,LOW-SPARSE URBAN
1238,RL_[MZJ.,1.0149,OPEN LAND
1239,RL_[MZJ/,1.0149,OPEN LAND
1240,RL_[MZJ0,1,OPEN LAND
1241,RL_[MZSP,1122.0476,DENSE TREE
1242,RL_[M[??,4.9962,LOW-DENSE URBAN
1243,RL_\7GJK,342.9455,BUILTUP-VILLAGE
1244,RL_\7LQR,4.9962,OPEN IN URBAN
1245,RL_\7T?D,49.9625,OPEN LAND
1246,RL_\7TPI,7100134,SPARSE TREE
1247,RL_\;LCM,13.0371,LOW-DENSE URBAN
1248,RL_\;LMS,9.9925,LOW-MEDIUM URBAN
1249,RL_\;LPF,3.9814,AVERAGE-MEDIUM URBAN
1250,RL_\;N?K,62.9995,AVERAGE-DENSE URBAN
1251,RL_\;SP>,60.9698,INDUSTRIAL & COMMERCIAL
1252,RL_\;TMH,98.0513,AVERAGE-DENSE URBAN
1253,RL_\?UPB,8.9776,LOW-DENSE URBAN
1254,RL_\AFQF,1582.0145,OPEN LAND
1255,RL_\EOAV,1267.0168,DENSE TREE
1256,RL_\EOI>,1149.9954,OPEN LAND
1257,RL_\EOW>,1225.0171,OPEN LAND
1258,RL_\EQF>,65.0293,AVERAGE-DENSE URBAN
1259,RL_\FI?I,64.0144,INDUSTRIAL & COMMERCIAL
1260,RL_\HBB>,478.0002,OPEN LAND
1261,RL_\HBBB,218.0393,DENSE TREE
1262,RL_\HBIL,550.9922,DENSE TREE
1263,RL_\HBIQ,364.0234,DENSE TREE
1264,RL_\HBIV,238.9611,OPEN LAND
1265,RL_\HBKH,1001.0448,OPEN LAND
1266,RL_\HBP@,678.0062,DENSE TREE
1267,RL_\HBPJ,771.9981,BUILTUP-VILLAGE
1268,RL_\HBPV,558.955,DENSE TREE
1269,RL_\HBT>,1.9517,OPEN IN URBAN
1270,RL_\HBTO,61.9847,DENSE TREE
1271,RL_\HC@B,232.95,LOW-SPARSE URBAN
1272,RL_\HCIP,221.0058,LOW-SPARSE URBAN
1273,RL_\HCQV,1128.0587,OPEN LAND
1274,RL_\HCWQ,332.0162,LOW-SPARSE URBAN
1275,RL_\HCWR,4.9962,AVERAGE-DENSE URBAN
1276,RL_\HD?J,259.0241,LOW-SPARSE URBAN
1277,RL_\HD@Q,403.9933,OPEN LAND
1278,RL_\HDGJ,176.9764,DENSE TREE
1279,RL_\HDGV,286.9719,OPEN LAND
1280,RL_\HDKI,1.9517,OPEN IN URBAN
1281,RL_\HDP?,60.9698,OPEN IN URBAN
1282,RL_\HDSQ,1362.9603,OPEN LAND
1283,RL_\HE?D,902.9934,OPEN LAND
1284,RL_\HECC,61.9847,AVERAGE-DENSE URBAN
1285,RL_\HEGI,286.9719,OPEN LAND
1286,RL_\HEPH,811.9681,OPEN LAND
1287,RL_\HEQF,9.0557,DENSE TREE
1288,RL_\HESW,1161.0027,SPARSE TREE
1289,RL_\HFGP,55.9736,OPEN IN URBAN
1290,RL_\HFJ>,692.9949,OPEN LAND
1291,RL_\HFKH,60.9698,AVERAGE-DENSE URBAN
1292,RL_\HFQH,617.9732,DENSE TREE
1293,RL_\HG??,130.9953,AVERAGE-DENSE URBAN
1294,RL_\HGGW,74.0069,LOW-DENSE URBAN
1295,RL_\HHAQ,681.9876,OPEN LAND
1296,RL_\HI?J,28.0258,AVERAGE-DENSE URBAN
1297,RL_\HICH,43.0146,DENSE TREE
1298,RL_\HILQ,1962.9783,BUILTUP-VILLAGE
1299,RL_\HJL@,232.0132,DENSE TREE
1300,RL_\HJNP,190.0135,DENSE TREE
1301,RL_\HJQH,1227.0469,OPEN LAND
1302,RL_\HLMK,59.0182,AVERAGE-DENSE URBAN
1303,RL_\HLPE,416.0156,BUILTUP-VILLAGE
1304,RL_\HLPW,175.0247,SPARSE TREE
1305,RL_\HLWW,86.0291,OPEN IN URBAN
1306,RL_\HMGJ,1.0149,OPEN IN URBAN
1307,RL_\HNCH,9.9925,AVERAGE-DENSE URBAN
1308,RL_\HNCO,129.9805,DENSE TREE
1309,RL_\HNPQ,206.0171,DENSE TREE
1310,RL_\HPDB,610.0104,DENSE TREE
1311,RL_\HPQK,1.0149,INDUSTRIAL & COMMERCIAL
1312,RL_\HPSP,1101.9845,DENSE TREE
1313,RL_\HQCI,122.9545,LOW-DENSE URBAN
1314,RL_\HQCP,55.9736,LOW-DENSE URBAN
1315,RL_\HQCQ,70.0255,OPEN IN URBAN
1316,RL_\HQGK,849.9864,OPEN LAND
1317,RL_\HQJD,221.0058,DENSE TREE
1318,RL_\HQJW,259.9609,OPEN IN URBAN
1319,RL_\HQP@,172.995,LOW-SPARSE URBAN
1320,RL_\HSKA,7.9628,INDUSTRIAL & COMMERCIAL
1321,RL_\HT?E,915.0157,BUILTUP-VILLAGE
1322,RL_\HT?J,6.0111,INDUSTRIAL & COMMERCIAL
1323,RL_\HTCC,251.9982,LOW-MEDIUM URBAN
1324,RL_\HTRF,1.0149,OPEN IN URBAN
1325,RL_\HTRL,9.0557,AVERAGE-DENSE URBAN
1326,RL_\HUCH,179.0061,OPEN IN URBAN
1327,RL_\HVEO,434.9857,OPEN LAND
1328,RL_\HW?O,32.0072,AVERAGE-DENSE URBAN
1329,RL_\HZGI,55.9736,DENSE TREE
1330,RL_\HZLC,1.9517,OPEN IN URBAN
1331,RL_\HZMH,6.0111,AVERAGE-DENSE URBAN
1332,RL_\HZSH,1114.0068,DENSE TREE
1333,RL_\HZSO,69.0107,DENSE TREE
1334,RL_\H[CP,4.9962,INDUSTRIAL & COMMERCIAL
1335,RL_\H[MO,34.9737,AVERAGE-DENSE URBAN
1336,RL_\ILNO,2686.9656,OPEN LAND
1337,RL_\JBL@,2.9665,LOW-MEDIUM URBAN
1338,RL_\KMSH,25.9961,AVERAGE-DENSE URBAN
1339,RL_\KOCM,607.9807,LOW-DENSE URBAN
1340,RL_\KS@B,830.0014,SPARSE TREE
1341,RL_\KZCP,953.9708,OPEN LAND
1342,RL_\K[@R,10149,OPEN LAND
1343,RL_]BQLO,711.0283,SPARSE TREE
1344,RL_]BVQP,302.9755,INDUSTRIAL & COMMERCIAL
1345,RL_]CPPD,590182,INDUSTRIAL & COMMERCIAL
1346,RL_]CVPI,489476,LOW-DENSE URBAN
1347,RL_]DD?J,19.0482,LOW-MEDIUM URBAN
1348,RL_]PBWM,1072.0071,SPARSE TREE
1349,RL_]PECJ,2035.9703,BUILTUP-VILLAGE
1350,RL_]PHMI,1200.0359,OPEN LAND
1351,RL_]PVLP,45.9811,HIGH-DENSE URBAN
1352,RL_]PVLV,1128.9955,SPARSE TREE
1353,RL_^7LA>,270.0315,DENSE TREE
1354,RL_^7LBL,77.9883,OPEN IN URBAN
1355,RL_^7LGE,40.9848,SPARSE TREE
1356,RL_^7LMM,631.0103,DENSE TREE
1357,RL_^HMGH,44.9662,HIGH-DENSE URBAN
1358,RL_^JCSI,59.0182,OPEN IN URBAN
1359,RL_a7LMK,1467.0228,SPARSE TREE
1360,RL_a7M?K,742.0206,SPARSE TREE
1361,RL_a7MAH,11.0074,LOW-SPARSE URBAN
1362,RL_a7MGA,39814,LOW-DENSE URBAN
1363,RL_a7MLW,401.9636,OPEN LAND
1364,RL_a7SNW,1325.0201,OPEN LAND
1365,RL_a7WQB,164.9542,LOW-DENSE URBAN
1366,RL_a7ZIL,253013,OPEN LAND
1367,RL_a;HPF,4919741,SPARSE TREE
1368,RL_a;L?P,290.9533,OPEN LAND
1369,RL_a;MRB,1067.0109,OPEN LAND
1370,RL_a;TIV,385.96,BUILTUP-VILLAGE
1371,RL_aEECJ,1149.9954,OPEN LAND
1372,RL_aEN@R,64.0144,DENSE TREE
1373,RL_aENA>,1193.0099,DENSE TREE
1374,RL_aENGH,501.0298,DENSE TREE
1375,RL_aENQ>,381.9786,OPEN LAND
1376,RL_aENR>,503.9963,OPEN LAND
1377,RL_aESMW,6.9479,OPEN LAND
1378,RL_aIL?O,172.995,DENSE TREE
1379,RL_aKD?Q,74.0069,OPEN LAND
1380,RL_aKLM@,71.9772,OPEN LAND
1381,RL_aKNSH,184.0024,DENSE TREE
1382,RL_aKSNK,16.0036,GREEN HOUSE
1383,RL_b7HMO,1595.9884,OPEN LAND
1384,RL_b;OGK,2.0297,HIGH-MEDIUM URBAN
1385,RL_b;SKB,38.0183,OPEN IN URBAN
1386,RL_b?HR>,1736.9762,OPEN LAND
1387,RL_b?OMJ,263.0055,SPARSE TREE
