,WS_18027,WS_18425,WS_18023,WS_18809,WS_18811,WS_18024,WS_17233,WS_18808,WS_17234,WS_17227,WS_18426,WS_18026,WS_18025,WS_19124,WS_18427,WS_18428,WS_17232,WS_17381,WS_19125,WS_18429,WS_18596,WS_17860,WS_17881,WS_18810,WS_17850,WS_18430,WS_18047,WS_18610,WS_18013,WS_17895,WS_17310,WS_17477,WS_18837,WS_18838,WS_19154,WS_17970,WS_19151,WS_18008,WS_18307,WS_18016,WS_17952,WS_18305,WS_18618,WS_17375,WS_17474,WS_18996,WS_17975,WS_17974,WS_19153,WS_18012,WS_18611,WS_17927,WS_18619,WS_17380,WS_17473,WS_18009,WS_18010,WS_18614,WS_18648,WS_18613,WS_17475,WS_17953,WS_19152,WS_18955,WS_17304,WS_17476,WS_17926,WS_19150,WS_18015,WS_18609,WS_18617,WS_18615,WS_18840,WS_17951,WS_19156,WS_18612,WS_17954,WS_18839,WS_18011,WS_17917,WS_17302,WS_17300,WS_17393,WS_18306,WS_17915,WS_18014,WS_17626,WS_17465,WS_19063,WS_19060,WS_18233,WS_18231,WS_17463,WS_18573,WS_19246,WS_19064,WS_19062,WS_17569,WS_18570,WS_18229,WS_18978,WS_18232,WS_18571,WS_17714,WS_18572,WS_17775,WS_19366,WS_17037,WS_17038,WS_17464,WS_18574,WS_19247,WS_18936,WS_18230,WS_18575,WS_19061
WS_19063,895.06923,856.0156,917.46886,924.54681,910.30764,909.39167,979.75482,966.7647,923.96392,921.54909,941.86697,935.45518,873.91865,932.45746,932.04111,909.64148,963.76698,967.43086,970.59512,878.4985,861.67796,886.07607,960.35291,950.9434,900.56505,899.89889,685.3121,677.23491,695.55431,748.93038,698.88511,700.3007,694.80488,713.04101,699.71781,842.10951,837.94601,764.33533,758.67297,767.99921,823.29049,825.2057,844.77415,828.28669,828.20342,825.12243,692.97294,694.30526,680.06609,684.56267,667.65886,696.05393,696.55355,865.50838,866.8407,878.41523,855.26617,844.10799,861.09507,861.0118,785.48591,786.81823,792.98021,767.83267,772.49579,772.24598,790.64865,803.22242,778.24142,781.40568,817.87794,807.46919,790.81519,815.46311,811.21634,807.30265,720.78512,702.21591,720.36877,728.36269,765.58438,757.00757,751.76156,733.94178,741.85243,739.02125,44.63272,30.64336,0,16.32092,29.31104,62.20269,56.29052,55.37455,26.31332,36.55553,30.72663,38.47074,30.22701,41.38519,44.1331,39.1369,20.48442,19.48518,29.39431,44.38291,37.63804,35.38975,34.64032,36.47226,34.39051,60.03767,55.04147,48.71295,51.21105,19.81826
WS_19060,903.14642,863.84298,925.54605,932.37419,918.4681,917.38559,987.74874,974.75862,931.62476,929.20993,949.44454,943.03275,882.07911,940.45138,939.78522,917.38559,971.17801,974.84189,978.17269,886.32588,869.3388,893.82018,968.01375,958.77078,908.30916,907.72627,696.22047,687.89347,706.71249,759.4224,710.54291,711.9585,706.79576,724.36573,711.29234,852.85134,848.43803,774.16119,768.74864,778.24142,833.44943,835.53118,854.93309,839.11179,838.94525,835.86426,705.13036,706.54595,692.22351,695.88739,679.23339,706.71249,706.9623,876.16694,877.41599,888.65744,865.75819,854.43347,871.33728,871.25401,796.14447,797.47679,803.5555,778.15815,782.90454,782.65473,800.55778,813.21482,788.40036,790.89846,827.78707,817.21178,801.0574,826.20494,822.20798,817.79467,731.77676,713.29082,730.69425,739.10452,775.99313,767.41632,762.58666,744.51707,752.51099,749.26346,36.13918,14.40571,16.32092,0,13.48974,58.20573,48.46314,47.71371,20.31788,38.97036,32.22549,38.22093,21.81674,39.05363,43.13386,28.14526,12.24069,24.73119,26.47986,30.97644,27.39583,23.23233,22.14982,24.56465,20.56769,58.37227,55.37455,50.96124,46.13158,12.07415
WS_18233,905.47798,865.92473,927.79434,934.37267,920.88293,919.63388,989.91376,977.00691,933.4567,931.12514,951.19321,944.78142,884.41067,942.6164,941.70043,919.3008,972.76014,976.42402,979.92136,888.32436,871.25401,895.81866,969.84569,960.85253,910.22437,909.72475,701.29994,692.63986,712.04177,764.00225,716.45508,717.7874,713.04101,729.86155,716.9547,857.681,853.10115,778.24142,772.99541,782.57146,837.6962,839.94449,859.09659,844.02472,843.85818,840.69392,711.62542,713.04101,698.6353,701.46648,685.06229,711.54215,711.45888,880.83006,882.16238,892.98748,870.42131,858.93005,875.58405,875.66732,800.89086,802.30645,808.21862,782.65473,787.40112,787.23458,804.55474,817.37832,792.64713,794.56234,831.78403,821.0422,805.47071,831.11787,827.37072,822.45779,736.9395,718.45356,735.19083,744.01745,780.48971,771.99617,767.49959,749.18019,757.34065,753.67677,28.89469,7.4943,29.31104,13.48974,0,53.37607,40.8023,40.30268,27.89545,49.04603,42.21789,46.88101,26.97948,37.30496,42.13462,29.06123,21.15058,31.47606,26.56313,27.64564,19.73499,14.07263,12.74031,15.32168,18.81902,55.54109,54.37531,51.87721,41.21865,15.07187
WS_18231,857.26465,817.29505,879.49774,885.74299,872.91941,871.25401,941.53389,928.62704,884.57721,882.24565,902.06391,895.65212,836.28061,894.23653,892.82094,870.50458,923.4643,927.12818,930.87533,839.69468,822.37452,847.02244,920.88293,912.22285,861.42815,861.0118,659.4984,650.08889,670.90639,720.86839,676.90183,678.15088,674.65354,689.14252,677.06837,815.13003,810.13383,733.6087,728.94558,738.93798,793.5631,796.47755,815.04676,801.55702,801.47375,798.22622,673.90411,675.48624,660.83072,661.08053,645.3425,669.24099,668.32502,837.94601,839.27833,849.18746,827.28745,815.54638,831.70076,831.8673,758.25662,759.75548,765.2513,739.18779,744.10072,743.93418,759.92202,773.07868,748.5973,749.18019,787.23458,776.0764,761.67069,788.81671,785.56918,779.32393,695.38777,677.15164,691.89043,701.71629,737.18931,728.77904,725.36497,706.46268,714.78968,710.12656,24.89773,60.7871,62.20269,58.20573,53.37607,0,16.23765,15.90457,78.44034,96.50993,89.84833,96.34339,79.02323,20.98404,19.40191,82.4373,70.36315,44.21637,33.05819,80.35555,33.72435,39.63652,40.96884,38.47074,72.19509,8.74335,16.32092,23.64868,12.15742,46.38139
WS_17463,873.33576,833.36616,895.56885,901.8141,889.07379,887.32512,957.605,944.69815,900.56505,898.31676,918.05175,911.63996,852.35172,910.30764,908.89205,886.49242,939.45214,943.11602,946.86317,855.76579,838.44563,863.09355,936.87077,928.29396,877.41599,877.08291,675.65278,666.24327,686.9775,737.10604,692.88967,694.13872,690.47484,705.21363,693.05621,831.36768,826.28821,749.84635,745.09996,755.17563,809.80075,812.63193,831.28441,817.7114,817.62813,814.3806,689.64214,691.22427,676.65202,677.06837,661.33034,685.39537,684.4794,854.10039,855.43271,865.34184,843.5251,831.70076,847.85514,848.10495,774.411,775.90986,781.40568,755.42544,760.33837,760.17183,776.15967,789.23306,764.83495,765.41784,803.47223,792.31405,777.90834,804.97109,801.72356,795.47831,711.45888,693.22275,708.12808,717.87067,753.42696,745.01669,741.51935,722.61706,730.94406,726.28094,12.32396,47.96352,56.29052,48.46314,40.8023,16.23765,0,1.16578,67.78178,87.4335,80.60536,86.43426,67.53197,20.48442,22.73271,69.61372,60.03767,41.38519,27.72891,66.44946,21.40039,26.72967,28.06199,25.48062,59.20497,23.06579,27.97872,32.30876,10.15894,37.72131
WS_18573,873.08595,833.11635,895.31904,901.64756,888.82398,887.07531,957.35519,944.44834,900.31524,898.06695,917.88521,911.47342,852.10191,910.05783,908.64224,886.32588,939.20233,942.86621,946.69663,855.51598,838.19582,862.84374,936.62096,928.12742,877.24945,876.8331,675.15316,665.74365,686.47788,736.60642,692.30678,693.55583,689.89195,704.71401,692.47332,830.86806,825.87186,749.43,744.68361,754.67601,809.3844,812.21558,830.86806,817.29505,817.21178,813.88098,689.05925,690.64138,676.06913,676.56875,660.83072,684.89575,684.06305,853.60077,855.01636,864.92549,843.02548,831.28441,847.43879,847.6886,773.99465,775.41024,780.98933,755.00909,759.83875,759.67221,775.74332,788.89998,764.4186,765.08476,803.05588,791.8977,777.49199,804.47147,801.22394,795.06196,710.95926,692.72313,707.62846,717.37105,752.92734,744.51707,741.01973,722.11744,730.44444,725.86459,11.6578,47.4639,55.37455,47.71371,40.30268,15.90457,1.16578,0,67.11562,86.68407,79.9392,85.7681,66.94908,19.40191,21.6502,69.19737,59.37151,40.38595,26.6464,66.19965,20.73423,26.23005,27.56237,24.981,58.78862,22.39963,27.06275,31.30952,9.1597,36.80534
WS_19246,921.04947,881.8293,943.4491,950.36051,936.28788,935.28864,1005.65179,992.66167,949.77762,947.36279,967.68067,961.26888,899.89889,958.35443,957.85481,935.45518,989.49741,993.16129,996.40882,904.39547,887.49166,911.88977,986.16661,976.84037,926.46202,925.79586,711.62542,703.6315,721.9509,775.32697,725.11516,726.53075,720.95166,739.35433,725.94786,868.42283,864.25933,790.64865,785.06956,794.31253,849.68708,851.51902,871.17074,854.68328,854.51674,851.43575,719.03645,720.36877,706.1296,710.79272,693.88891,722.36725,722.86687,891.90497,893.15402,904.72855,881.57949,870.42131,887.49166,887.40839,811.79923,813.13155,819.3768,794.14599,798.80911,798.64257,817.04524,829.61901,804.55474,807.63573,844.19126,833.78251,817.21178,841.77643,837.61293,833.69924,747.09844,728.52923,746.68209,754.75928,791.98097,783.32089,778.07488,760.2551,768.24902,765.41784,55.45782,22.56617,26.31332,20.31788,27.89545,78.44034,67.78178,67.11562,0,21.56693,15.15514,18.90229,4.91293,59.37151,63.36847,14.48898,8.07719,42.80078,46.71447,22.39963,46.38139,41.30192,40.05287,42.63424,16.07111,78.77342,75.52589,70.69623,66.28292,32.39203
WS_19064,928.21069,889.40687,950.69359,957.85481,943.19929,942.6164,1012.89628,999.90616,957.605,955.1069,975.59132,969.17953,907.06011,965.68219,965.51565,943.19929,997.65787,1001.32175,1004.2362,911.97304,895.23577,919.55061,993.91072,984.2514,934.12286,933.37343,714.62314,707.12884,724.449,778.99085,726.69729,728.11288,721.9509,741.51935,727.7798,871.58709,867.75667,795.31177,789.31633,798.30949,853.85058,855.34944,875.33424,857.76427,857.59773,854.60001,719.61934,720.95166,706.87903,712.95774,695.63758,725.69805,726.69729,895.23577,896.56809,908.72551,885.07683,874.16846,891.48862,891.32208,815.13003,816.46235,822.87414,798.05968,802.55626,802.38972,821.62509,833.94905,808.80151,812.79847,848.77111,838.61217,821.20874,844.85742,840.27757,837.27985,749.92962,731.19387,750.51251,757.92354,795.72812,787.06804,781.15587,763.75244,771.57982,769.4148,75.10954,44.04983,36.55553,38.97036,49.04603,96.50993,87.4335,86.68407,21.56693,0,6.82814,6.41179,24.48138,76.27532,79.68939,30.8099,27.97872,55.95744,63.61828,39.88633,66.36619,61.70307,60.53729,63.11866,36.80534,95.59396,91.18065,85.18521,84.68559,50.29508
WS_19062,924.13046,885.24337,946.53009,953.69131,939.20233,938.53617,1008.81605,995.82593,953.35823,950.86013,971.34455,964.84949,902.97988,961.51869,961.35215,938.95252,993.32783,996.99171,999.98943,907.72627,890.989,915.38711,989.66395,980.0879,929.87609,929.20993,711.70869,704.04785,721.70109,775.90986,724.19919,725.61478,719.61934,738.85471,725.19843,868.58937,864.67568,791.8977,786.0688,795.06196,850.60305,852.18518,872.08671,854.84982,854.68328,851.68556,717.37105,718.70337,704.63074,710.2931,693.05621,722.70033,723.53303,892.23805,893.4871,905.56125,882.07911,871.0042,888.32436,888.15782,812.13231,813.46463,819.79315,794.89542,799.47527,799.22546,818.21102,830.61825,805.55398,809.30113,845.35704,835.11483,817.96121,841.8597,837.44639,834.19886,747.01517,728.36269,747.34825,754.92582,792.56386,783.90378,778.24142,760.67145,768.49883,766.16727,68.2814,37.4715,30.72663,32.22549,42.21789,89.84833,80.60536,79.9392,15.15514,6.82814,0,7.99392,18.65248,69.78026,73.2776,26.14678,21.15058,49.87873,57.03995,35.13994,59.53805,54.87493,53.70915,56.29052,30.89317,89.0989,84.85213,79.02323,77.94072,43.55021
WS_17569,932.12438,893.23729,954.52401,961.68523,947.19625,946.53009,1016.80997,1003.81985,961.35215,958.85405,979.33847,972.92668,910.9738,969.51261,969.34607,946.94644,1001.32175,1004.98563,1007.98335,915.72019,898.98292,923.38103,997.65787,988.08182,937.87001,937.20385,719.4528,711.79196,729.36193,783.65397,731.77676,733.19235,727.11364,746.51555,732.85927,876.33348,872.41979,799.72508,793.89618,802.88934,858.43043,860.01256,879.91409,862.59393,862.42739,859.42967,724.86535,726.19767,712.04177,717.95394,700.71705,730.44444,731.36041,899.98216,901.31448,913.30536,889.82322,878.83158,896.15174,895.9852,819.87642,821.20874,827.62053,802.63953,807.21938,807.05284,826.12167,838.5289,813.38136,817.21178,853.26769,843.02548,825.78859,849.60381,845.1905,842.02624,754.75928,736.02353,755.17563,762.66993,800.39124,791.73116,785.90226,768.49883,776.32621,773.99465,74.1103,41.21865,38.47074,38.22093,46.88101,96.34339,86.43426,85.7681,18.90229,6.41179,7.99392,0,20.8175,76.6084,80.27228,25.73043,26.39659,57.4563,63.86809,34.64032,65.11714,60.12094,58.95516,61.53653,32.80838,96.01031,92.09662,86.51753,84.35251,50.04527
WS_18570,924.13046,884.91029,946.53009,953.4415,939.45214,938.4529,1008.73278,995.82593,952.77534,950.36051,970.67839,964.18333,903.06315,961.43542,960.85253,938.53617,992.41186,996.07574,999.32327,907.39319,890.48938,914.97076,989.16433,979.83809,929.45974,928.79358,715.45584,707.37865,725.78132,779.07412,729.11212,730.52771,725.11516,743.26802,729.94482,872.25325,868.00648,794.22926,788.65017,797.97641,853.26769,855.1829,874.75135,858.43043,858.34716,855.26617,723.19995,724.53227,710.2931,714.78968,697.88587,726.19767,726.61402,895.65212,896.98444,908.4757,885.32664,874.16846,891.15554,891.07227,815.54638,816.96197,823.12395,797.89314,802.55626,802.30645,820.62585,833.19962,808.21862,811.13307,847.77187,837.27985,820.87566,845.60685,841.44335,837.44639,751.01213,732.35965,750.42924,758.50643,795.64485,787.06804,781.9053,764.00225,771.99617,769.08172,55.45782,20.65096,30.22701,21.81674,26.97948,79.02323,67.53197,66.94908,4.91293,24.48138,18.65248,20.8175,0,60.62056,64.86733,9.65932,10.32548,45.54869,48.13006,17.56997,46.21485,40.8023,39.55325,42.13462,12.24069,79.85593,77.10802,72.77798,66.86581,33.72435
WS_18229,868.42283,828.78631,890.73919,897.31752,883.91105,882.57873,952.85861,939.95176,896.31828,893.98672,914.05479,907.55973,847.35552,905.56125,904.56201,882.16238,935.62172,939.2856,942.78294,851.26921,834.11559,858.68024,932.624,923.79738,873.08595,872.58633,666.24327,657.33338,677.23491,728.44596,682.31438,683.6467,679.39993,695.22123,682.73073,822.37452,817.7114,742.18551,737.10604,746.84863,801.80683,804.30493,823.29049,808.71824,808.63497,805.47071,678.23415,679.81628,665.24403,666.9927,650.83832,676.31894,675.90259,845.44031,846.77263,857.26465,834.94829,823.37376,839.86122,839.94449,765.58438,766.99997,772.7456,747.01517,751.84483,751.67829,768.49883,781.40568,756.75776,758.25662,795.81139,784.90302,769.74788,795.89466,792.39732,786.9015,702.04937,683.6467,699.63454,708.79424,744.93342,736.43988,732.35965,713.79044,722.03417,718.03721,16.23765,44.71599,41.38519,39.05363,37.30496,20.98404,20.48442,19.40191,59.37151,76.27532,69.78026,76.6084,60.62056,0,4.91293,65.36695,51.29432,23.3156,12.74031,64.9506,20.56769,25.8137,26.89621,25.14754,55.70763,19.40191,17.07035,15.90457,11.49126,26.97948
WS_18978,863.59317,823.95665,885.82626,892.40459,879.08139,877.6658,948.02895,935.03883,891.48862,889.15706,909.14186,902.73007,842.52586,900.73159,899.64908,877.33272,930.70879,934.37267,937.95328,846.35628,829.20266,853.76731,927.79434,918.88445,868.25629,867.75667,661.33034,652.42045,672.32198,723.53303,677.48472,678.73377,674.57027,690.39157,677.8178,817.46159,812.79847,737.27258,732.19311,741.9357,796.8939,799.392,818.37756,803.80531,803.72204,800.55778,673.40449,674.98662,660.41437,662.07977,646.00866,671.40601,670.98966,840.52738,841.8597,852.35172,830.03536,818.37756,834.86502,835.03156,760.67145,762.08704,767.83267,742.10224,746.9319,746.76536,763.5859,776.49275,751.84483,753.34369,790.89846,779.99009,764.75168,790.98173,787.48439,781.98857,697.13644,678.73377,694.72161,703.88131,740.02049,731.52695,727.44672,708.87751,717.12124,713.04101,20.65096,49.37911,44.1331,43.13386,42.13462,19.40191,22.73271,21.6502,63.36847,79.68939,73.2776,80.27228,64.86733,4.91293,0,69.9468,55.37455,25.23081,16.73727,69.69699,25.48062,30.72663,31.80914,30.06047,60.28748,15.98784,12.40723,11.15818,12.74031,31.14298
WS_18232,931.37495,891.98824,953.69131,960.51945,946.69663,945.61412,1015.894,1002.98715,959.77002,957.43846,977.5898,971.17801,910.22437,968.59664,967.93048,945.53085,999.32327,1002.98715,1006.31795,914.47114,897.48406,921.96544,996.15901,986.99931,936.45442,935.87153,723.86611,715.62238,734.27486,787.23458,737.7722,739.18779,733.85851,751.76156,738.6049,880.49698,876.25021,802.22318,796.72736,806.0536,861.34488,863.34336,882.82854,866.75743,866.67416,863.59317,732.02657,733.35889,719.11972,723.28322,706.54595,734.4414,734.77448,903.89585,905.22817,916.55289,893.57037,882.32892,899.23273,899.14946,823.87338,825.2057,831.36768,806.0536,810.71672,810.46691,828.5365,841.19354,816.29581,818.96045,855.76579,845.1905,828.95285,853.93385,849.85362,845.60685,759.33913,740.76992,758.50643,766.83343,803.80531,795.2285,790.2323,772.24598,780.2399,777.15891,57.95592,21.73347,39.1369,28.14526,29.06123,82.4373,69.61372,69.19737,14.48898,30.8099,26.14678,25.73043,9.65932,65.36695,69.9468,0,18.65248,52.79318,53.37607,9.07643,48.79622,43.05059,41.71827,44.29964,10.40875,84.18597,82.27076,78.60688,70.27988,39.30344
WS_18571,913.88825,874.66808,936.28788,943.11602,929.12666,928.12742,998.49057,985.50045,942.53313,940.1183,960.35291,953.94112,892.73767,951.19321,950.61032,928.21069,982.16965,985.83353,989.08106,897.15098,880.24717,904.64528,978.83885,969.59588,919.13426,918.55137,705.38017,697.21971,715.78892,768.91518,719.20299,720.61858,715.20603,733.27562,720.03569,862.09431,857.84754,783.98705,778.49123,787.81747,843.10875,845.02396,864.59241,848.35476,848.27149,845.1905,713.37409,714.78968,700.46724,704.79728,687.97674,716.03873,716.45508,885.49318,886.8255,898.23349,875.25097,864.00952,880.9966,880.91333,805.47071,806.80303,812.96501,787.7342,792.39732,792.14751,810.38364,822.95741,798.05968,800.89086,837.61293,827.12091,810.71672,835.44791,831.36768,827.28745,740.93646,722.36725,740.2703,748.43076,785.48591,776.9091,771.82963,753.92658,761.9205,758.92278,47.71371,17.15362,20.48442,12.24069,21.15058,70.36315,60.03767,59.37151,8.07719,27.97872,21.15058,26.39659,10.32548,51.29432,55.37455,18.65248,0,35.30648,38.63728,24.31484,38.72055,33.89089,32.64184,35.22321,15.07187,70.69623,67.53197,62.78558,58.289,24.31484
WS_17714,878.66504,839.44487,901.06467,907.89281,893.98672,892.90421,963.26736,950.27724,907.22665,904.81182,925.1297,918.63464,857.51446,915.97,915.38711,892.98748,946.86317,950.52705,953.77458,861.92777,844.94069,869.42207,943.61564,934.37267,883.91105,883.32816,671.57255,663.16228,682.06457,734.69121,686.06153,687.39385,682.48092,699.71781,686.72769,828.12015,823.70684,749.43,744.01745,753.51023,808.71824,810.79999,830.2019,814.3806,814.29733,811.13307,680.89879,682.31438,667.90867,671.32274,654.75201,681.9813,682.23111,851.43575,852.76807,863.92625,841.027,829.70228,846.60609,846.52282,771.41328,772.82887,778.82431,753.42696,758.17335,757.92354,775.82659,788.48363,763.5859,766.16727,803.05588,792.39732,776.32621,801.55702,797.56006,793.06348,707.12884,688.6429,705.96306,714.4566,751.26194,742.68513,737.85547,719.78588,727.86307,724.53227,31.6426,36.72207,19.48518,24.73119,31.47606,44.21637,41.38519,40.38595,42.80078,55.95744,49.87873,57.4563,45.54869,23.3156,25.23081,52.79318,35.30648,0,13.98936,55.54109,27.97872,28.89469,28.97796,29.47758,45.13234,41.13538,35.63956,29.22777,34.30724,16.40419
WS_18572,878.99812,839.44487,901.31448,907.97608,894.48634,893.15402,963.51717,950.52705,907.14338,904.81182,924.87989,918.4681,857.93081,916.21981,915.30384,892.90421,946.53009,950.19397,953.60804,861.92777,844.85742,869.42207,943.4491,934.45594,883.82778,883.32816,674.98662,666.24327,685.81172,737.60566,690.39157,691.72389,687.14404,703.6315,690.89119,831.28441,826.70456,751.67829,746.51555,756.0916,811.13307,813.5479,832.61673,817.62813,817.46159,814.29733,685.81172,687.31058,672.90487,675.3197,658.99878,685.22883,685.06229,854.43347,855.76579,866.50762,844.02472,832.53346,849.10419,849.18746,774.49427,775.90986,781.82203,756.17487,760.92126,760.75472,777.99161,790.89846,766.084,767.99921,805.30417,794.47907,778.99085,804.80455,801.0574,795.97793,710.62618,692.22351,708.71097,717.62086,754.09312,745.51631,741.18627,722.7836,730.94406,727.19691,17.65324,33.55781,29.39431,26.47986,26.56313,33.05819,27.72891,26.6464,46.71447,63.61828,57.03995,63.86809,48.13006,12.74031,16.73727,53.37607,38.63728,13.98936,0,53.79242,15.40495,18.23613,18.90229,18.3194,44.04983,32.14222,28.97796,25.48062,21.73347,14.40571
WS_17775,932.79054,893.23729,955.1069,961.7685,948.19549,946.94644,1017.22632,1004.31947,960.9358,958.52097,978.67231,972.17725,911.63996,969.92896,969.09626,946.69663,1000.23924,1003.90312,1007.40046,915.72019,898.64984,923.21449,997.24152,988.24836,937.6202,937.12058,727.03037,718.6201,737.60566,790.14903,741.51935,742.85167,737.7722,755.2589,742.18551,883.57797,879.16466,804.72128,799.392,808.88478,864.00952,866.17454,885.49318,869.92169,869.75515,866.67416,736.1068,737.52239,723.19995,726.78056,710.20983,737.52239,737.60566,906.89357,908.22589,919.3008,896.48482,885.1601,901.89737,901.89737,826.8711,828.28669,834.28213,808.80151,813.5479,813.38136,831.0346,843.77491,818.96045,821.20874,858.26389,847.60533,831.70076,857.01484,853.10115,848.5213,762.66993,744.10072,761.33761,769.91442,806.71976,798.14295,793.31329,775.2437,783.32089,779.90682,55.45782,20.31788,44.38291,30.97644,27.64564,80.35555,66.44946,66.19965,22.39963,39.88633,35.13994,34.64032,17.56997,64.9506,69.69699,9.07643,24.31484,55.54109,53.79242,0,46.6312,40.71903,39.38671,41.80154,10.40875,83.02019,82.02095,79.18977,68.36467,40.46922
WS_19366,888.40763,848.68784,910.72399,917.21905,903.97912,902.48026,972.84341,959.85329,916.13654,913.80498,933.78978,927.37799,867.42359,925.54605,924.38027,901.98064,955.27344,958.93732,962.51793,871.08747,853.93385,878.4985,952.44226,943.69891,892.90421,892.48786,686.81096,677.90107,697.8026,749.01365,702.88207,704.21439,699.96762,715.87219,703.29842,843.02548,838.27909,762.66993,757.67373,767.41632,822.29125,824.87262,843.77491,829.28593,829.20266,826.0384,698.71857,700.3007,685.81172,687.56039,671.40601,696.88663,696.47028,866.008,867.34032,877.74907,855.51598,843.85818,860.34564,860.42891,786.15207,787.56766,793.31329,767.58286,772.41252,772.24598,788.98325,801.97337,777.32545,778.65777,816.29581,805.38744,790.2323,816.46235,812.96501,807.46919,722.61706,704.21439,720.20223,729.36193,765.50111,757.00757,752.92734,734.35813,742.60186,738.52163,9.24297,27.06275,37.63804,27.39583,19.73499,33.72435,21.40039,20.73423,46.38139,66.36619,59.53805,65.11714,46.21485,20.56769,25.48062,48.79622,38.72055,27.97872,15.40495,46.6312,0,5.91217,7.16122,4.82966,38.47074,36.72207,36.97188,36.47226,21.81674,17.90305
WS_17037,893.98672,854.3502,916.30308,922.79814,909.55821,908.14262,978.4225,965.51565,921.7989,919.46734,939.45214,933.04035,873.00268,931.12514,930.04263,907.643,960.9358,964.59968,968.18029,876.74983,859.59621,884.16086,958.10462,949.278,898.56657,898.15022,691.89043,682.98054,702.88207,754.25966,707.71173,709.04405,704.71401,720.78512,708.21135,848.10495,843.44183,767.99921,762.91974,772.66233,827.62053,830.11863,849.10419,834.44867,834.3654,831.11787,703.46496,704.96382,690.47484,692.47332,676.31894,702.04937,701.71629,871.17074,872.50306,882.99508,860.67872,849.10419,865.59165,865.67492,791.31481,792.7304,798.47603,772.7456,777.57526,777.40872,794.31253,807.21938,782.57146,784.07032,821.62509,810.71672,795.47831,821.62509,818.04448,812.63193,727.61326,709.21059,725.36497,734.52467,770.66385,762.17031,758.00681,739.52087,747.7646,743.76764,14.90533,21.31712,35.38975,23.23233,14.07263,39.63652,26.72967,26.23005,41.30192,61.70307,54.87493,60.12094,40.8023,25.8137,30.72663,43.05059,33.89089,28.89469,18.23613,40.71903,5.91217,0,1.33232,1.33232,32.72511,42.55097,42.55097,41.46846,27.64564,15.73803
WS_17038,895.1525,855.51598,917.46886,923.96392,910.72399,909.3084,979.58828,966.68143,922.96468,920.63312,940.61792,934.20613,874.16846,932.29092,931.20841,908.80878,962.18485,965.84873,969.34607,877.91561,860.76199,885.32664,959.2704,950.44378,899.73235,899.316,692.88967,683.97978,703.79804,755.2589,708.6277,709.96002,705.54671,721.70109,709.12732,849.10419,844.44107,768.99845,763.91898,773.66157,828.61977,831.11787,850.10343,835.44791,835.36464,832.11711,704.29766,705.79652,691.30754,693.47256,677.23491,702.96534,702.71553,872.16998,873.5023,884.07759,861.67796,850.10343,866.67416,866.67416,792.31405,793.72964,799.47527,773.82811,778.5745,778.40796,795.31177,808.30189,783.5707,785.15283,822.62433,811.71596,796.47755,822.62433,818.96045,813.63117,728.6125,710.20983,726.36421,735.44064,771.66309,763.16955,759.00605,740.52011,748.68057,744.76688,16.23765,19.9848,34.64032,22.14982,12.74031,40.96884,28.06199,27.56237,40.05287,60.53729,53.70915,58.95516,39.55325,26.89621,31.80914,41.71827,32.64184,28.97796,18.90229,39.38671,7.16122,1.33232,0,2.66464,31.39279,43.80002,43.63348,42.4677,28.97796,15.23841
WS_17464,893.23729,853.5175,915.55365,922.04871,908.80878,907.30992,977.67307,964.68295,920.9662,918.63464,938.61944,932.20765,872.16998,930.37571,929.20993,906.8103,960.1031,963.76698,967.34759,875.91713,858.76351,883.32816,957.27192,948.4453,897.73387,897.31752,691.39081,682.48092,702.38245,753.67677,707.29538,708.6277,704.29766,720.2855,707.71173,847.60533,842.85894,767.33305,762.33685,772.07944,826.95437,829.53574,848.43803,833.86578,833.78251,830.61825,703.04861,704.54747,690.05849,692.05697,675.81932,701.46648,701.1334,870.58785,871.92017,882.41219,860.09583,848.5213,865.00876,865.09203,790.73192,792.14751,797.89314,772.16271,776.99237,776.82583,793.64637,806.63649,781.98857,783.40416,820.95893,810.05056,794.89542,821.0422,817.46159,812.04904,727.11364,708.71097,724.78208,733.94178,770.08096,761.58742,757.50719,738.93798,747.18171,743.18475,13.73955,22.56617,36.47226,24.56465,15.32168,38.47074,25.48062,24.981,42.63424,63.11866,56.29052,61.53653,42.13462,25.14754,30.06047,44.29964,35.22321,29.47758,18.3194,41.80154,4.82966,1.33232,2.66464,0,33.89089,41.55173,41.80154,40.88557,26.6464,16.82054
