,station_no,datetime,measured_date,measured_hour,temp,temp_max,temp_min,wind_dir,wind_speed,wind_dir_max,wind_speed_max,humidity,precipitation,precipitation_coeff,pressure,pressure_sea_level
407,WS_18430,2019-01-01 04:00:00,2019-01-01 00:00:00,7,7.8,7.9,6.7,3,6,52,9.1,67,0.2,60,,
408,WS_18570,2019-01-01 04:00:00,1.01.2019 00:00,7,-0.5,-0.5,-1.2,10,0,,,100,0,60,,
409,WS_18571,2019-01-01 04:00:00,1.01.2019 00:00,7,-1.7,-1.4,-2,6,0.4,101,1.3,93,0,60,,
410,WS_18572,2019-01-01 04:00:00,1.01.2019 00:00,7,-3,-3,-3.1,12,0,,,98,0,60,,
411,WS_18573,2019-01-01 04:00:00,1.01.2019 00:00,7,4,4.1,3.6,4,1.8,60,3.7,88,0,60,,
412,WS_18574,2019-01-01 04:00:00,1.01.2019 00:00,7,4.3,4.4,3.6,7,3.2,125,4.4,93,0,60,,
413,WS_18575,2019-01-01 04:00:00,1.01.2019 00:00,7,-1.1,-0.4,-1.2,4,1.2,114,2.9,96,0,60,,
414,WS_18596,2019-01-01 04:00:00,2019-01-01 00:00:00,7,0.6,0.6,0.4,,,,,100,0,60,,
415,WS_18609,2019-01-01 04:00:00,1.01.2019 00:00,7,-3.2,-2.7,-3.2,,,,,100,0,60,,
416,WS_18610,2019-01-01 04:00:00,1.01.2019 00:00,7,-0.7,-0.7,-1.4,,,,,100,0,60,,
417,WS_18611,2019-01-01 04:00:00,1.01.2019 00:00,7,0.3,0.9,-0.4,,,,,77,0,60,,
418,WS_18612,2019-01-01 04:00:00,1.01.2019 00:00,7,3.8,4.3,3.8,,,,,100,0.1,60,,
419,WS_18613,2019-01-01 04:00:00,1.01.2019 00:00,7,,,,,,,,,,,,
420,WS_18614,2019-01-01 04:00:00,1.01.2019 00:00,7,2,2,1.1,,,,,100,1.7,60,,
421,WS_18615,2019-01-01 04:00:00,1.01.2019 00:00,7,-0.4,0.4,-0.8,,,,,100,0,60,,
